pealkiri;nimetus
Mitteloomse sööda ühendusevälisest riigist Eestisse toimetamisest teavitamise kord ja sööda ühendusevälisest riigist Eestisse toimetamise üle ametliku kontrolli teostamise täpsem kord1[RT I, 28.06.2014, 17 - jõust. 01.07.2014] ;Avalduse esitamine mitteloomse sööda Euroopa Liitu vabasse ringlusse lubamise kohta
Nende käitlemisvaldkondade ja toidugruppide täpsustatud loetelu, mille puhul peab käitleja esitama majandustegevusteate või mille puhul peab käitlejal olema tegevusluba;Taotluse esitamine tegevusloa väljastamiseks, et tegutseda mittenõuetekohase loomse saaduse ladustajana tollilaos, vabalaos või vabatsoonis ja/või laevu mittenõetekohase loomse toiduga varustajana
Loomatauditõrje seadus1;Taotluse esitamine tegevusloa väljastamiseks, et tegutseda mittenõuetekohase loomse saaduse ladustajana tollilaos, vabalaos või vabatsoonis ja/või laevu mittenõetekohase loomse toiduga varustajana
Loomade ja loomsete saadustega kauplemise ning nende impordi ja ekspordi seadus1[RT I, 29.06.2014, 2 - jõust. 01.07.2014] ;Taotluse esitamine tegevusloa väljastamiseks, et tegutseda mittenõuetekohase loomse saaduse ladustajana tollilaos, vabalaos või vabatsoonis ja/või laevu mittenõetekohase loomse toiduga varustajana
Toiduseadus1;Taotluse esitamine tegevusloa väljastamiseks, et tegutseda mittenõuetekohase loomse saaduse ladustajana tollilaos, vabalaos või vabatsoonis ja/või laevu mittenõetekohase loomse toiduga varustajana
Veterinaarkorralduse seadus1;Veterinaararsti kutsetegevusloa taotlemine
Söödaseadus1;Majandustegevusteate esitamine sööda käitlemiseks
Loomatauditõrje seadus1;Taotluse esitamine tegevusloa väljastamiseks põllumajandusloomade vahendamiseks
Euroopa Liidu ühise põllumajanduspoliitika rakendamise seadus;Tapaloomarümpade kvaliteediklasside määraja koolituse taotlemine
Riikliku alkoholiregistri pidamise põhimäärus;Taotluse esitamine alkoholiregistrisse kande tegemiseks
Põllumajandusloomade aretuse seadus1;Aretuse valdkonna tegevuslubade taotlemine
Majandustegevuse seadustiku üldosa seadus1;Majandustegevusteate/tegevusloa taotluse esitamine toidu ning toiduga kokkupuutuvate materjalide ja esemete käitlemise kohta
Toiduseadus1;Majandustegevusteate/tegevusloa taotluse esitamine toidu ning toiduga kokkupuutuvate materjalide ja esemete käitlemise kohta
Mahepõllumajanduse seadus;Taotluse esitamine tunnustuse saamiseks mahepõllumajandusliku käitlemise valdkonnas(toit)
Toiduseadus1;Volitatud laboratooriumina tegutsemiseks volituse taotlemine (toit)
Loomade ja loomsete saadustega kauplemise ning nende impordi ja ekspordi seadus1[RT I, 29.06.2014, 2 - jõust. 01.07.2014] ;Taotluse esitamine veterinaarsertifikaadi saamiseks loomade ja loomsete saaduste väljaveol
Toiduseadus1;Toidulisandi või eritoidu esmakordse turuleviimise teatise esitamine
Loomatauditõrje seadus1;Loomatervishoiu järelevalve
Loomatauditõrje seadus1;Loomataudide tõrje
Veterinaar- ja Toidulaboratooriumi põhimäärus;Loomahaiguste bakterioloogilised uuringud
Veterinaar- ja Toidulaboratooriumi põhimäärus;Loomahaiguste seroloogilised uuringud
Veterinaar- ja Toidulaboratooriumi põhimäärus;Loomahaiguste viroloogilised uuringud
Veterinaar- ja Toidulaboratooriumi põhimäärus;Loomahaiguste patoloogilis-histoloogilised uuringud
Veterinaar- ja Toidulaboratooriumi põhimäärus;Loomahaiguste molekulaardiagnostilised uuringud
Veterinaar- ja Toidulaboratooriumi põhimäärus;Loomahaiguste parasitoloogilised uuringud
Veterinaar- ja Toidulaboratooriumi põhimäärus;Toidu mikrobioloogilised analüüsid
Veterinaar- ja Toidulaboratooriumi põhimäärus;Toidu keemilised ja füüsikalised analüüsid
Veterinaar- ja Toidulaboratooriumi põhimäärus;Alkoholianalüüsid
Veterinaar- ja Toidulaboratooriumi põhimäärus;Vee mikrobioloogilised analüüsid
Veterinaar- ja Toidulaboratooriumi põhimäärus;Vee keemilised ja füüsikalised analüüsid
Veterinaar- ja Toidulaboratooriumi põhimäärus;Heitvee analüüsid
Veterinaar- ja Toidulaboratooriumi põhimäärus;Hügieeniproovide analüüsid
Viljandi Muuseumi põhimäärus;Viljandi Muuseumi infoteenused
Perekonnaseadus;Abielu registreerimine
Rahvastikuregistri seadus;Abielu registreerimine
Perekonnaseisutoimingute seadus;Abielu registreerimine
Riigilõivuseadus;Abielu registreerimine
Nimeseadus;Abielu registreerimine
Nimeseadus;Uue nime andmine
Riigilõivuseadus;Uue nime andmine
Rahvastikuregistri seadus;Uue nime andmine
Perekonnaseadus;Sünni registreerimine
Nimeseadus;Sünni registreerimine
Perekonnaseisutoimingute seadus;Sünni registreerimine
Rahvastikuregistri seadus;Sünni registreerimine
Nimeseadus;Andmete parandamine ja muutmine
Rahvastikuregistri seadus;Andmete parandamine ja muutmine
Perekonnaseadus;Andmete parandamine ja muutmine
Perekonnaseisutoimingute seadus;Andmete parandamine ja muutmine
Perekonnaseisutoimingute seadus;Surma registreerimine
Perekonnaseadus;Surma registreerimine
Rahvastikuregistri seadus;Surma registreerimine
Perekonnaseadus;Abielu lahutamine
Nimeseadus;Abielu lahutamine
Rahvastikuregistri seadus;Abielu lahutamine
Perekonnaseisutoimingute seadus;Abielu lahutamine
Rahvastikuregistri seadus;Perekonnaseisutõendite väljastamine
Perekonnaseisutoimingute seadus;Perekonnaseisutõendite väljastamine
Riigilõivuseadus;Perekonnaseisutõendite väljastamine
Perekonnaseisutoimingute seadus;Abieluvõimetõendi väljastamine
Perekonnaseisutoimingute seadus;Välisriigi perekonnaseisudokumendi kandmine registrisse
Rahvastikuregistri seadus;Välisriigi perekonnaseisudokumendi kandmine registrisse
Majandustegevuse registrisse kantavate teenuse osutaja andmete loetelu ja teavitamist vajavate muudetud andmete loetelu kehtestamine;Asenduskoduteenuse või lapsehoiuteenuse tegevusloa väljastamine
Riigi rahastatava lapsehoiuteenuse maksimaalse maksumuse ning asenduskoduteenuse maksimaalse maksumuse ja hinna kehtestamine[RT I 2009, 24, 148 - jõust. 10.05.2009] ;Asenduskoduteenuse või lapsehoiuteenuse tegevusloa väljastamine
Sotsiaalhoolekande seadus;Asenduskoduteenuse või lapsehoiuteenuse tegevusloa väljastamine
Tervisekaitsenõuded lapsehoiuteenusele;Asenduskoduteenuse või lapsehoiuteenuse tegevusloa väljastamine
Majandustegevuse registrisse kantavate teenuse osutaja andmete loetelu ja teavitamist vajavate muudetud andmete loetelu kehtestamine;Asenduskoduteenuse või lapsehoiuteenuse tegevusloa väljastamine
Lapsehoiuteenuse ja asenduskoduteenuse ning erihoolekandeteenuste tegevusloa vormi ja taotlemisel nõutavate dokumentide loetelu kehtestamine;Asenduskoduteenuse või lapsehoiuteenuse tegevusloa väljastamine
Majandustegevuse seadustiku üldosa seadus1;Asenduskoduteenuse või lapsehoiuteenuse tegevusloa väljastamine
Maa enampakkumisega erastamise korra kinnitamine;Avalduste läbivaatamine riigi kasuks seatud võlakohustuste ülevõtmise kohta
Maa ostueesõigusega erastamise korra kinnitamine;Avalduste läbivaatamine riigi kasuks seatud võlakohustuste ülevõtmise kohta
«Maareformi seaduse» paragrahvides 23¹ ja 23² sätestatud vaba põllumajandus- ja metsamaa erastamise kord;Avalduste läbivaatamine riigi kasuks seatud võlakohustuste ülevõtmise kohta
Maareformi seadus;Avalduste läbivaatamine riigi kasuks seatud võlakohustuste ülevõtmise kohta
«Maareformi seaduse» paragrahvides 23¹ ja 23² sätestatud vaba põllumajandus- ja metsamaa erastamise kord;Avalduste läbivaatamine riigi kasuks seatud hüpoteegiga koormatud kinnistu jagamiseks
Maareformi seadus;Avalduste läbivaatamine riigi kasuks seatud hüpoteegiga koormatud kinnistu jagamiseks
Maa enampakkumisega erastamise korra kinnitamine;Avalduste läbivaatamine riigi kasuks seatud hüpoteegiga koormatud kinnistu jagamiseks
Maa ostueesõigusega erastamise korra kinnitamine;Avalduste läbivaatamine riigi kasuks seatud hüpoteegiga koormatud kinnistu jagamiseks
«Maareformi seaduse» paragrahvides 23¹ ja 23² sätestatud vaba põllumajandus- ja metsamaa erastamise kord;Pöördumiste töötlemine riigi kasuks seatud hüpoteegi kustutamiseks
Maa enampakkumisega erastamise korra kinnitamine;Pöördumiste töötlemine riigi kasuks seatud hüpoteegi kustutamiseks
Maa ostueesõigusega erastamise korra kinnitamine;Pöördumiste töötlemine riigi kasuks seatud hüpoteegi kustutamiseks
Maareformi seadus;Pöördumiste töötlemine riigi kasuks seatud hüpoteegi kustutamiseks
Tsiviilkohtumenetluse seadustik;Lapsendamine
Perekonnaseadus;Lapsendamine
Riigilõivuseadus;Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine
Laeva lipuõiguse ja laevaregistrite seadus;Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine
Laevapereta prahitud laevade registri vormi ja pidamise korra kinnitamine;Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine
Laeva registrist kustutamise tunnistuse vormi kinnitamine;Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine
Meresõiduohutuse seadus1;Väikelaeva või jeti ülevaatus
Riigilõivuseadus;Väikelaeva või jeti ülevaatus
Riigilõivuseadus;Reederi ja laeva meresõiduohutusalane auditeerimine
Meresõiduohutuse seadus1;Reederi ja laeva meresõiduohutusalane auditeerimine
Reederi ja tema laeva meresõiduohutusalane auditeerimise kord ja auditeerimise tunnistuste vormid[RT I, 21.09.2011, 2 - jõust. 24.09.2011] ;Reederi ja laeva meresõiduohutusalane auditeerimine
Meretöötunnistuse, meretöönõuetele vastavuse deklaratsiooni, ajutise meretöötunnistuse ja kalandustöötunnistuse vorm;Laevapere liikme töö- ja elamistingimuste ülevaatus
Riigilõivuseadus;Laevapere liikme töö- ja elamistingimuste ülevaatus
Meretöö seadus1;Laevapere liikme töö- ja elamistingimuste ülevaatus
Meresõiduohutuse seadus1;Laevapere liikme töö- ja elamistingimuste ülevaatus
Riigilõivuseadus;Laevapere liikme töö- ja elamistingimuste ülevaatus
Laeva turvaülevaatuse läbiviimise kord ja laeva turvalisuse tunnistuse vorm[RT I, 21.09.2011, 3 - jõust. 24.09.2011] ;Turvaülevaatuse teostamine Eesti lippu kandvatele laevadele
Meresõiduohutuse seadus1;Turvaülevaatuse teostamine Eesti lippu kandvatele laevadele
Riigilõivuseadus; Laevale, lootsile ja laevaliikluse korraldamise süsteemi operaatorile tunnistuste väljastamine
Meresõiduohutuse seadus1; Laeva tehnilise dokumentatsiooni läbivaatamine ja kooskõlastamine
Riigilõivuseadus; Laeva tehnilise dokumentatsiooni läbivaatamine ja kooskõlastamine
Riigilõivuseadus; Laeva tehnilise dokumentatsiooni läbivaatamine ja kooskõlastamine
Meresõiduohutuse seadus1;Eesti lippu kandvate laevade tehnilise ülevaatuse teostamine
Riigilõivuseadus;Eesti lippu kandvate laevade tehnilise ülevaatuse teostamine
Riigilõivuseadus;Laevapere liikme kutseeksami vastuvõtmine
Laevapere liikmete koolitus- ja kvalifikatsiooninõuded ning diplomeerimise kord1;Laevapere liikme kutseeksami vastuvõtmine
Laevapere liikmete koolitus- ja kvalifikatsiooninõuded ning diplomeerimise kord1;Laevapere liikmetele diplomite ja tunnistuste väljastamine
Meresõiduohutuse seadus1;Laevapere liikmetele diplomite ja tunnistuste väljastamine
Riigilõivuseadus;Laevapere liikmetele diplomite ja tunnistuste väljastamine
Riigilõivuseadus;Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine
Sadamaseadus1;Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine
Sadamarajatise turvaülevaatuse läbiviimise ning turvalisuse tunnistuse väljastamise kord ja tunnistuse vorm;Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine
Riigilõivuseadus;Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine
Riigilõivuseadus;Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine
Sadamaseadus1;Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine
Sadamakapteni kvalifikatsiooninõuete ja atesteerimise tingimuste kinnitamine;Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine
Meresõiduohutuse seadus1;Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine
Riigilõivuseadus;Turvaettevõtja tegevusloa taotlemine
Meresõiduohutuse seadus1;Turvaettevõtja tegevusloa taotlemine
Sadamaseadus1;Turvaettevõtja tegevusloa taotlemine
Riigilõivuseadus;Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine
Sadamaseadus1;Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine
Meresõiduohutuse seadus1;Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine
Laeva lipuõiguse ja laevaregistrite seadus;Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega
Laevapereta prahitud laevade registri vormi ja pidamise korra kinnitamine;Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega
Laevapileti ja ajutise liputunnistuse vorm;Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega
Riigilõivuseadus;Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega
Laevapereta prahitud laevade registri vormi ja pidamise korra kinnitamine;Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega
Veeteede Ameti põhimäärus;Laevaregistri dokumendi ärakirja taotlemine
Riigilõivuseadus;Laevaregistri dokumendi ärakirja taotlemine
Veeteede Ameti põhimäärus;Laeva nime kooskõlastamine
Meresõiduohutuse seadus1;Väiksema kui 50-se kogumahutavusega laeva rannasõidukipri tunnistuse ja kinnituslehe taotlemine
Laevapere liikmete koolitus- ja kvalifikatsiooninõuded ning diplomeerimise kord1;Väiksema kui 50-se kogumahutavusega laeva rannasõidukipri tunnistuse ja kinnituslehe taotlemine
Veeteede Ameti põhimäärus;Väiksema kui 50-se kogumahutavusega laeva rannasõidukipri tunnistuse ja kinnituslehe taotlemine
Meretöölepingu sõlmimist taotleva isiku, laevapere liikme, mereõppeasutuses õppija ja mereõppeasutusse õppima asuja tervisenõuded, tervisekontrolli kord ning tervisetõendite vormid;Väiksema kui 50-se kogumahutavusega laeva rannasõidukipri tunnistuse ja kinnituslehe taotlemine
Riigilõivuseadus;Väiksema kui 50-se kogumahutavusega laeva rannasõidukipri tunnistuse ja kinnituslehe taotlemine
Meresõiduohutuse seadus1;Ohutusalase koolitus, turvaalase, tuletõrjealase, tankeritele töötamist tutvustava koolituse ja tankeritel töötamise laiendatud koolituse tunnistuse taotlemine
Meretöölepingu sõlmimist taotleva isiku, laevapere liikme, mereõppeasutuses õppija ja mereõppeasutusse õppima asuja tervisenõuded, tervisekontrolli kord ning tervisetõendite vormid;Ohutusalase koolitus, turvaalase, tuletõrjealase, tankeritele töötamist tutvustava koolituse ja tankeritel töötamise laiendatud koolituse tunnistuse taotlemine
Veeteede Ameti põhimäärus;Ohutusalase koolitus, turvaalase, tuletõrjealase, tankeritele töötamist tutvustava koolituse ja tankeritel töötamise laiendatud koolituse tunnistuse taotlemine
Riigilõivuseadus;Ohutusalase koolitus, turvaalase, tuletõrjealase, tankeritele töötamist tutvustava koolituse ja tankeritel töötamise laiendatud koolituse tunnistuse taotlemine
Laevapere liikmete koolitus- ja kvalifikatsiooninõuded ning diplomeerimise kord1;Ohutusalase koolitus, turvaalase, tuletõrjealase, tankeritele töötamist tutvustava koolituse ja tankeritel töötamise laiendatud koolituse tunnistuse taotlemine
Laevapere liikmete koolitus- ja kvalifikatsiooninõuded ning diplomeerimise kord1;Elektrimehaaniku ja külmutusseadmete mehaaniku diplomi taotlemine
Meresõiduohutuse seadus1;Elektrimehaaniku ja külmutusseadmete mehaaniku diplomi taotlemine
Veeteede Ameti põhimäärus;Elektrimehaaniku ja külmutusseadmete mehaaniku diplomi taotlemine
Riigilõivuseadus;Elektrimehaaniku ja külmutusseadmete mehaaniku diplomi taotlemine
Meretöölepingu sõlmimist taotleva isiku, laevapere liikme, mereõppeasutuses õppija ja mereõppeasutusse õppima asuja tervisenõuded, tervisekontrolli kord ning tervisetõendite vormid;Elektrimehaaniku ja külmutusseadmete mehaaniku diplomi taotlemine
Laevapere liikmete koolitus- ja kvalifikatsiooninõuded ning diplomeerimise kord1;Väiksema kui 3000 kW peamasinate efektiivse koguvõimsusega ning 3000 kW ja suurema peamasinate efektiivse koguvõimsusega mootorlaevade teise mehaaniku diplomite ja kinnituslehtede väljastamine
Meretöölepingu sõlmimist taotleva isiku, laevapere liikme, mereõppeasutuses õppija ja mereõppeasutusse õppima asuja tervisenõuded, tervisekontrolli kord ning tervisetõendite vormid;Väiksema kui 3000 kW peamasinate efektiivse koguvõimsusega ning 3000 kW ja suurema peamasinate efektiivse koguvõimsusega mootorlaevade teise mehaaniku diplomite ja kinnituslehtede väljastamine
Meresõiduohutuse seadus1;Väiksema kui 3000 kW peamasinate efektiivse koguvõimsusega ning 3000 kW ja suurema peamasinate efektiivse koguvõimsusega mootorlaevade teise mehaaniku diplomite ja kinnituslehtede väljastamine
Riigilõivuseadus;Väiksema kui 3000 kW peamasinate efektiivse koguvõimsusega ning 3000 kW ja suurema peamasinate efektiivse koguvõimsusega mootorlaevade teise mehaaniku diplomite ja kinnituslehtede väljastamine
Veeteede Ameti põhimäärus;Väiksema kui 3000 kW peamasinate efektiivse koguvõimsusega ning 3000 kW ja suurema peamasinate efektiivse koguvõimsusega mootorlaevade teise mehaaniku diplomite ja kinnituslehtede väljastamine
Meresõiduohutuse seadus1;Väiksema kui 3000-se kogumahutavusega laeva ja 3000-se ja suurema kogumahutavusega laeva vanemtüürimeeste diplomite ja kinnituslehtede väljastamine
Veeteede Ameti põhimäärus;Väiksema kui 3000-se kogumahutavusega laeva ja 3000-se ja suurema kogumahutavusega laeva vanemtüürimeeste diplomite ja kinnituslehtede väljastamine
Laevapere liikmete koolitus- ja kvalifikatsiooninõuded ning diplomeerimise kord1;Väiksema kui 3000-se kogumahutavusega laeva ja 3000-se ja suurema kogumahutavusega laeva vanemtüürimeeste diplomite ja kinnituslehtede väljastamine
